,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster_agg,cluster_knn,id,names
848,0.643,0.613,-2.522,0.0813,0.113,0.0,0.0795,0.573,103.132,208267,0,3,1JTUPJr0rSf93hNlRR6S0g,Poppin’
849,0.936,0.82,-2.554,0.325,0.163,0.0,0.0707,0.896,94.991,116211,0,3,5Y5pnYbPnZzUhv3KEa6qbd,Pussy Poppin (I Don't Really Talk Like This)
850,0.631,0.867,-6.474,0.0404,0.000294,0.604,0.067,0.922,138.049,153906,0,3,1Hxgf7uMR1qdx9cSnRmXt0,Lobster Popstar
851,0.441,0.623,-7.331,0.0414,0.135,0.0,0.14,0.285,78.082,249231,0,2,5EVzgDPaM0LCM3M5exl3z8,Manslaughter (feat. Rick Ross & The-Dream)
852,0.368,0.359,-12.016,0.0314,0.408,0.368,0.162,0.711,87.775,60893,0,1,2Y0A7vop5F9c1Vj7YWTmQj,Popelčin Těžký Úděl II. Hrách A Kukuřice - Motiv I.
853,0.791,0.746,-7.536,0.0396,0.0919,1.41e-06,0.0566,0.913,119.983,243958,0,3,19OEQTgbueyLPdobPn6cir,Ya Popala Na Lubov'
854,0.978,0.775,-5.975,0.0774,0.0111,1.71e-06,0.151,0.647,129.969,192353,0,3,15Wr16fDha5kBhznv5YfRO,Pop That Trunk
855,0.448,0.684,-7.24,0.0511,0.362,0.0,0.487,0.256,133.955,200597,0,0,7i9LY4c1rrEKHPzHJIgmK4,Poppy (feat. Shaggy)
856,0.869,0.421,-4.506,0.151,0.00279,0.00494,0.0614,0.659,120.926,95211,0,3,2Tg91qUR63QRquyBtb0Vyz,Slut Pop Reprise
857,0.84,0.871,-4.662,0.0639,0.0842,0.00392,0.285,0.767,146.005,212245,0,3,59JkwCdGIMTZYb0j75vebU,Bubble Pop!
858,0.726,0.645,-6.597,0.199,0.0184,0.0,0.11,0.424,143.995,186979,0,0,5TPd6MAlQhx9mztqGH2JQZ,POP 2
859,0.64,0.652,-5.07,0.0383,0.212,0.0,0.0814,0.273,100.065,326907,0,2,4t9PBD27dndlf6YMBK2ROc,Track 10
860,0.771,0.882,-1.837,0.074,0.085,0.0,0.318,0.871,120.995,203253,0,3,6fJW5vgrTBrKksFKApn7v2,Jelly Pop
861,0.747,0.707,-8.132,0.0936,0.487,0.0,0.161,0.59,138.008,171775,0,3,0oVzhovt651XP8aKLp5yfr,Ancora
862,0.635,0.87,-4.268,0.0764,0.0486,0.0,0.0912,0.647,88.902,139453,0,3,26mthr2UwZHPQe1l5lz95f,Pop Songs
863,0.606,0.616,-10.081,0.0772,0.0792,0.857,0.218,0.433,93.04,170558,0,2,71qphjMUFfI2u44JJ3TagM,Poppy Playtime (Remix Maniacs Remix)
864,0.682,0.812,-6.846,0.0341,0.0188,0.0,0.0618,0.83,130.077,178847,0,3,7I7Rpx0M88Vz1oWwYGIE9y,Pop I Disco
865,0.546,0.709,-7.932,0.313,0.133,0.0,0.115,0.501,84.745,185400,0,2,1eNOnwpluYFogJuD0eDp4U,Fall In Love
866,0.851,0.567,-5.54,0.0426,0.36,1.32e-06,0.124,0.578,94.013,175600,0,3,5SWxyVd5Q5c1jzPpdL9olt,Have a nice day
867,0.681,0.917,-4.842,0.0372,0.094,0.778,0.223,0.212,124.013,175887,0,2,6vTOCSat0T6PvHL8lM58kT,Sunburn
868,0.915,0.268,-10.684,0.1,0.626,0.74,0.0913,0.229,89.984,109333,0,1,3OjultkM3CXtK0JFmCO5Ux,Don’t Forget Me
869,0.415,0.969,-3.054,0.33,0.000356,0.152,0.231,0.164,195.045,150441,0,0,35UePqF4pjXRtIsF7jLBFi,Spit
870,0.189,0.838,-9.05,0.0664,0.00649,0.0011,0.342,0.495,79.78,111000,0,2,7Ep8yQkFUgWp9MxObP0gGc,012 - Popstar in Not - Teil 40
871,0.399,0.595,-6.706,0.0317,0.244,1.54e-05,0.624,0.337,110.854,231400,0,2,4yi6RAIiBPo7BhP5ViA3tl,Mammy Blue
872,0.74,0.764,-3.969,0.28,0.124,0.0,0.107,0.587,141.0,156373,0,0,1zCB57Q2Hp5PPWLTpgW3w2,Sweetheart (feat. Fivio Foreign)
873,0.709,0.747,-4.705,0.347,0.0172,2.06e-05,0.131,0.573,140.024,160875,0,0,2brgW2rPRbY5Zn0aU2USgc,Pop Off
874,0.816,0.576,-9.46,0.0395,0.0037,0.00197,0.4,0.745,116.027,210333,0,3,5y3HjH8uyBhSyyR4se6Sl8,Bottle Pop
875,0.558,0.386,-8.742,0.304,0.0798,0.0,0.211,0.154,120.349,211280,0,2,0yHnMci6HNtbL85kv2zuL1,BLESSED
876,0.841,0.602,-7.87,0.0602,0.0107,0.152,0.141,0.904,129.984,214865,0,3,6GDfe6clOqjn2GIGrV8hS2,Pop It
877,0.861,0.74,-7.452,0.0613,0.244,0.0,0.0575,0.95,132.012,146818,0,3,4z4vTKIgMgdnZpw1WyXWvf,Popcorn
878,0.749,0.824,-6.391,0.0507,0.0536,0.0,0.283,0.183,115.033,173870,0,2,7m8K2fzl5IGMhC4ebwL37i,Popular - Afro House
879,0.7,0.52,-10.92,0.0458,0.274,0.837,0.0756,0.281,123.016,317100,0,2,10LaWULFua6bDsV07I7opz,Miss You - Extended
880,0.762,0.896,-4.435,0.0413,0.028,0.0,0.102,0.952,126.055,196053,0,3,37utCNZE6TFSCHLMdlSvvT,PoP! Goes My Heart
881,0.644,0.441,-13.967,0.0782,0.184,0.000196,0.251,0.287,165.458,93144,0,0,1DRTzvbEOQF6J4968zfGbm,Pop Tarts
882,0.772,0.685,-8.769,0.204,0.191,0.00304,0.116,0.636,172.003,174467,0,0,3d7W9RpWvljw3Ecp3xMaud,Popcorn
883,0.674,0.636,-6.723,0.338,0.41,0.0,0.153,0.489,71.44,161280,0,3,51HgBYRV0YivvvQMyptpYH,Feeling
884,0.889,0.379,-12.535,0.386,0.104,0.0,0.0964,0.525,143.026,178077,0,3,6FaHTfg2osf8KUezRlHXUD,Pop That
885,0.548,0.506,-7.434,0.102,0.203,0.0001,0.0788,0.557,119.987,160000,0,2,47k25JWFG1aLiaDjkIH10g,Gangstas
886,0.445,0.561,-7.014,0.222,0.0391,0.0,0.325,0.126,156.032,172499,0,0,0NR5XnmzuCMPiHvQsxPbJX,Poppin Shit (feat. Anti Da Menace)
887,0.79,0.661,-3.46,0.272,0.221,0.000217,0.0766,0.864,88.301,132733,0,3,04m2QZBzM4nZIQ3bVoScu7,Poppin Thangs
888,0.705,0.938,-2.431,0.0977,0.0356,0.0,0.334,0.777,123.121,163480,0,3,7pE1oIwO0JkKej4UJDR394,Popular
889,0.569,0.946,-8.942,0.0413,0.0233,0.185,0.0725,0.235,125.002,134139,0,2,2B95oXovPsj1UNYBJ7Lqd0,Pop Etc.
890,0.664,0.776,-10.832,0.0352,0.0145,0.0431,0.0563,0.83,146.0,232625,0,3,5bO9BtgCnDc27XUM3T4m91,Pop Goes The World - Re-Record
891,0.891,0.67,-8.109,0.118,0.00261,0.551,0.0647,0.713,131.004,457160,0,2,3QQi0Gwt1va5WASkL57ZoM,Disco Light
892,0.568,0.733,-5.604,0.0374,0.0319,0.0,0.321,0.159,100.017,147561,0,2,2ogF2osrarUa7htEgkg9iD,ANTI POPSTAR
893,0.8,0.933,-4.203,0.0448,0.0004,0.89,0.0617,0.257,125.028,64320,0,2,1e6Pma2i3NGEL9RGLurjXo,Pop Cat Meme - Remix
894,0.913,0.391,-11.158,0.368,0.272,0.0,0.0666,0.713,141.05,136224,0,3,3aAmQOxRPeKDL0HMWFA5qn,Adderall (Corvette Corvette)
895,0.751,0.804,-6.13,0.0582,0.0304,0.882,0.137,0.461,134.978,197723,0,2,1rryMCRc1FhuUeKRHQnvSO,Pop Virgil
896,0.794,0.792,-6.889,0.186,0.22,0.0,0.0998,0.546,126.994,188976,0,3,4Tc9PHEoeP17PQj3OOKXPu,Diana (feat. King Combs)
897,0.772,0.879,-4.22,0.323,0.0283,2.46e-06,0.256,0.312,61.303,135747,0,3,2TRu7dMps7cVKOyazkj9Fb,Element
898,0.676,0.746,-7.837,0.344,0.0893,0.00157,0.412,0.675,142.035,216244,0,0,6PnTgx9lyvLGIcPnroCvc2,Dior - Bonus
899,0.784,0.646,-7.561,0.236,0.267,6.11e-06,0.0712,0.381,142.952,161627,0,0,4m2KzbRNBgL53fGzfCEPA0,Drive The Boat
900,0.818,0.733,-3.561,0.0952,0.00234,0.0,0.445,0.143,98.982,223280,0,2,7kGOXJNLRBJ8WfIAYnFxfu,"Pop It, Shake It"
901,0.488,0.676,-6.349,0.0321,0.00134,0.0263,0.534,0.363,128.04,347667,0,2,5D6kMbIvTH3KH3UDdiiGh1,Poppaea
902,0.777,0.769,-5.147,0.357,0.025,0.0,0.278,0.555,155.201,149601,0,0,0WdgAUalAgCqH4pvNYH0Cp,Popstar
903,0.877,0.616,-8.826,0.181,0.0298,0.000206,0.318,0.699,100.052,227463,0,3,33LXaGkZce4hAzYa8rfT4S,Populär - Soulboy Collective Version
904,0.716,0.695,-7.589,0.0344,0.117,0.000101,0.364,0.75,121.882,219920,0,3,2VA5R5dhfkZhImEU78j8Zc,Popstar
905,0.542,0.866,-7.112,0.0401,0.000232,0.0,0.342,0.653,135.979,190733,0,0,6LumUhm2FDJYwsRNE21V4J,Pop Song
906,0.936,0.82,-2.554,0.325,0.163,0.0,0.0707,0.896,94.991,116211,0,3,0Hb2KGmwZez23POGBw2Xc2,Pussy Poppin (I Don't Really Talk Like This)
907,0.698,0.89,-6.819,0.0441,0.055,0.0587,0.5,0.923,98.775,252227,0,3,17Ng10tIgnYmAitl0SgT3R,Higher Love - Single Version
908,0.974,0.365,-7.373,0.0672,0.651,0.00272,0.0741,0.862,130.023,132923,0,3,75E2xyRjYAsmjfDeAwdW0D,Popotão Grandão
909,0.551,0.925,-3.013,0.106,0.0156,1.86e-06,0.0481,0.523,152.057,197344,0,0,1hZUb6Lk1YUENriSC9bI8H,POP UP
910,0.752,0.5,-7.512,0.259,0.15,0.0,0.0896,0.52,74.484,179114,0,3,3KYXwesvEk2spIC6AGnQra,Pop Out
911,0.813,0.551,-6.698,0.286,0.0314,0.0,0.108,0.68,77.509,173806,0,3,4NBVyxpXR0d0Bz44C1Fek0,Poppin
912,0.813,0.502,-8.126,0.332,0.0473,0.0,0.104,0.357,79.008,280253,0,2,7BDBdynJsRdTOhcWTvoidS,Poppin It (feat. Stinc Team)
913,0.71,0.789,-2.956,0.0533,0.3,0.0,0.0716,0.588,150.982,246959,0,0,1NYItPQ1wiqwsIGSoEQRP3,Samo Jako
914,0.765,0.97,-3.182,0.0453,0.029,0.805,0.222,0.438,126.023,175238,0,2,5MTBtv6QHAArz56EtMVpVx,Popcorn - Radio Mix
915,0.823,0.586,-6.606,0.2,0.114,0.0,0.193,0.347,125.971,190476,0,3,6IParsannfwoLCcNSfxQPh,For The Night (feat. Lil Baby & DaBaby)
916,0.805,0.619,-12.427,0.169,0.123,0.211,0.138,0.383,141.036,109916,0,0,7k7ZckPLREWOAHGPVqLKfZ,Gang Pop Shyt Like He Dark Skin
917,0.423,0.631,-5.227,0.032,0.3,0.0,0.0401,0.611,134.545,392040,0,2,1lJOKR2iJmJUGWXV93CVbQ,Popo-Potpourri
918,0.359,0.806,-6.424,0.0493,0.0159,0.000876,0.089,0.904,182.419,169733,0,0,2U4FtN8jDqDKSzGpVC1iLf,Poppies
919,0.626,0.972,-4.791,0.29,0.0168,1.58e-05,0.764,0.208,99.851,291524,0,2,70toJaG2GTZjUb6eu4Yk6R,Populär - Live
920,0.664,0.881,-2.695,0.0352,0.608,0.0,0.352,0.939,139.899,189853,0,3,33wbARgHWViXCNvYUqBXXM,Popij lozu
921,0.778,0.546,-7.882,0.0684,0.151,0.0,0.0623,0.484,132.002,178507,0,3,2uxlxsN6IO6s3OLbrMaZpa,popular
922,0.393,0.989,-0.424,0.0706,0.0718,1.52e-05,0.328,0.186,173.972,248276,0,0,50HSFeQ7lV8IDWB0gXBANr,Alive (feat. Poppy Baskcomb)
923,0.706,0.865,-3.103,0.0686,0.0232,0.0,0.328,0.667,99.999,239653,0,3,2PujZcAaAMGsOeTUjrzkrz,Hello Stranger
924,0.645,0.609,-10.947,0.735,0.685,0.0,0.622,0.617,126.889,183813,0,1,7x2CGHOnGwLHr0EuDuaEmy,Die Prinzessin und der Popstar - Teil 1
925,0.644,0.888,-4.724,0.031,0.358,0.0025,0.323,0.0734,98.013,179769,0,2,0ktArhnz9a4JiqeTwVhHG6,Me Papa Que É Pop (Super Slowed)
926,0.618,0.85,-4.656,0.0353,0.0542,0.0,0.104,0.406,134.005,208941,0,2,4pQRIE2OrSNxwsDRZGEubt,Popłyniemy daleko
927,0.637,0.878,-3.359,0.196,0.0489,0.0,0.269,0.707,77.036,205840,0,3,3Ye4onfEnD7R2If7ViuXOV,POPSTAR!
928,0.764,0.735,-8.303,0.0419,0.000121,0.855,0.0894,0.0318,116.005,283448,0,2,18BaY87QAHpOuwX0PXCNAo,Poplar - Maud Geffray Remix
929,0.432,0.554,-14.516,0.0279,0.0673,0.406,0.175,0.948,110.945,121833,0,3,7p12qynRnlX3gCiD2tXKFs,Pop-Mozart
930,0.844,0.496,-12.919,0.387,0.068,8.28e-05,0.103,0.502,84.004,125990,0,3,0WWl78oM4jjYrZnr4MaJQL,POP OUT
931,0.729,0.703,-6.771,0.12,0.0374,0.000189,0.0998,0.437,155.008,136777,0,0,64PiOjYeHRjU5NNjXBGvdn,Pop Star
932,0.8,0.564,-5.817,0.4,0.0287,1.65e-06,0.112,0.318,139.989,150857,0,0,26D2eFWhzC3GnL4lYwfKRm,44 BullDog
933,0.78,0.575,-7.247,0.273,0.43,0.0,0.143,0.773,84.492,252747,0,3,3moMtpCsPJvXirsyRwsD6u,Big Poppa - 2005 Remaster
934,0.16,0.182,-22.985,0.0374,0.995,0.938,0.297,0.0392,83.048,57000,0,1,36t2yFEbWl2afvMnAmMU3p,It's Playtime
935,0.48,0.602,-6.335,0.368,0.487,0.0,0.0848,0.269,179.798,213333,0,0,3mZNztgWFsvm9wfcqSOdKg,Mood Swings (feat. Lil Tjay)
936,0.7,0.705,-9.512,0.376,0.237,0.0,0.261,0.766,148.546,118643,0,0,68Ldp8RKJ5S53xccmjNU43,Pop it
937,0.546,0.778,-6.83,0.0353,0.0692,0.0,0.157,0.0959,92.978,210330,0,2,3ucL84CqCIodXQcd4ajhYl,Pop a Pill
938,0.635,0.795,-5.423,0.297,0.0485,0.0,0.323,0.625,154.555,224307,0,0,4ksRwIt4WVW98orafdfjXJ,Poppa Was a Playa
939,0.582,0.96,-5.517,0.293,0.0509,3.53e-05,0.248,0.38,154.953,198290,0,0,2kouwO3IFhqyyMavwqNWkW,Popcorn
940,0.565,0.52,-10.269,0.0528,0.0782,0.853,0.426,0.0452,81.985,123429,0,2,2cpsdb4vup6g2CD1BST4or,PopRocks
941,0.713,0.605,-7.487,0.107,0.497,3.46e-06,0.115,0.432,142.025,175756,0,0,25Wq1OwZyKLMjVNXIhzVlV,Aim For The Moon (feat. Quavo)
942,0.828,0.552,-5.411,0.158,0.304,2.84e-06,0.0845,0.538,95.011,104842,0,3,20SBt8RWsCwOqdBbzova1C,Spoiled (feat. Pharrell)
943,0.568,0.34,-11.468,0.205,0.178,0.228,0.102,0.0735,179.939,187333,0,0,0ArKCFzkTPQ80mmOp7ufFe,YOK MUYDU VAKTİN BANA?
944,0.696,0.853,-4.122,0.237,0.00399,0.0,0.0843,0.685,92.976,196653,0,3,0O986IRZ2rL3qGH5QiD4ZO,Mind Your Manners (feat. Icona Pop)
945,0.81,0.396,-15.91,0.0393,0.426,0.0136,0.0996,0.44,126.052,276400,0,2,2gLzBIXTrphTRCZoSRpKZJ,Popsicle Toes
946,0.668,0.82,-4.635,0.0444,0.153,0.0,0.0684,0.795,99.044,200201,0,3,4AzzUUIBICXrr5OYfs2u2C,Popular Song (MIKA & Ariana Grande)
947,0.723,0.873,-4.554,0.19,0.513,0.0,0.297,0.803,99.994,220350,0,3,0Xwi1lRMY6XNnWiNScogHh,Пополам
948,0.511,0.576,-10.347,0.443,0.0321,0.0,0.114,0.353,82.853,141906,0,2,0gKRckjIeD034CuDq9ZIzd,Poppin Out
949,0.567,0.434,-12.955,0.445,0.635,0.0,0.33,0.665,98.016,203680,0,1,6e1HF3c9rBaqueD8x27kvc,Kapitel 01: Mary Poppins
950,0.611,0.479,-12.638,0.0397,0.0401,0.795,0.0358,0.576,160.018,234267,0,2,3dNv2gxDAJtvhoLo9Kdwy6,Come & Get It - Instrumental
951,0.901,0.654,-10.15,0.0655,0.2,0.0,0.165,0.781,110.131,180240,0,3,2ZqT3GcisHUBsEaqhLGHwU,Break My Stride
952,0.788,0.859,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,0,3,0KfKEiuaaMhv3nKn5zTUeR,Shivers
953,0.521,0.319,-10.329,0.0524,0.105,0.0,0.0726,0.276,152.137,144573,0,0,14wAM6xzQ7cWavgl1A7Qs1,Pop Hits
954,0.682,0.792,-6.689,0.1,0.0026,0.0,0.0944,0.543,127.933,239120,0,3,5ZGekegWxH1c6l5YRdcuTU,Live My Life
955,0.776,0.475,-6.822,0.424,0.0738,0.0,0.0755,0.644,179.912,130667,0,0,0WQkXyJx7czygZ7RdSNtZJ,Hangover
956,0.729,0.615,-9.309,0.0471,0.298,0.469,0.152,0.362,138.0,224011,0,2,786IHqHg4jTJzoWHnSaE3s,Pop Hits
957,0.776,0.985,-3.549,0.0347,0.0901,0.854,0.337,0.96,130.004,192373,0,3,0jQ4Nb9ylfUheLP9EOpOFk,Popcorn
958,0.701,0.542,-8.517,0.206,0.57,0.000546,0.0983,0.583,176.938,150369,0,0,2D3LnGZsk74vmfDoSWmxC6,Herzfeind
959,0.765,0.671,-5.249,0.278,0.344,0.0,0.0506,0.798,84.5,249867,0,3,63BcfK6YAzJYeISaTPr6IO,Big Poppa - 2007 Remaster
960,0.65,0.265,-24.622,0.0584,0.828,0.889,0.0669,0.553,134.009,289731,0,1,7fR9ZdomveGmjkOVDT9KnM,Someone Like You
961,0.319,0.285,-15.8,0.0331,0.978,0.875,0.102,0.225,163.019,206394,0,1,5MfZwnQLXwAYTMo6nkO4cG,Roar (Warm Up)
962,0.804,0.158,-11.755,0.0493,0.363,0.000247,0.19,0.298,74.986,141493,0,1,5qDeM99JbRqGe9i12OGdSX,Feel
963,0.435,0.128,-23.886,0.0511,0.99,0.905,0.0856,0.163,122.895,119324,0,1,07DSUKNqmBl7OT2hknR2T7,Because of You (Tendu Plié)
964,0.889,0.503,-4.296,0.0644,0.0114,0.0,0.11,0.815,115.922,176539,0,3,1ha64w3wCOTJ2EEznc65EV,Body Count
965,0.556,0.946,-3.64,0.0369,0.0425,5.44e-06,0.0734,0.719,138.016,189240,0,0,4nXHZFoOkZ7A1m9EX4Atbx,"Accidentally In Love - From ""Shrek 2"" Soundtrack"
966,0.587,0.326,-7.296,0.0304,0.862,0.0,0.0981,0.241,104.022,205613,0,1,4qgpXmOn3W71grj8d0Gb6C,YOU & I (feat. Khalid)
967,0.535,0.951,-5.859,0.0373,0.0174,9.61e-06,0.345,0.444,120.72,304080,0,2,5Klo65Y9uouLjNVDV3pqh7,Go West - 2003 Remaster
968,0.943,0.558,-4.911,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,138411,0,3,7qXn5C7gnmfRAM4cWs2rwV,Lovin on Me
969,0.572,0.835,-6.826,0.0516,0.337,0.0,0.082,0.468,150.014,257720,0,0,05KetlQOUclRNmecmsh2Of,It Will Rain
970,0.695,0.54,-5.692,0.0493,0.299,0.0,0.367,0.415,121.932,168602,0,0,0NfgO5cZIf8CUzm8MWKUlR,abcdefu
971,0.394,0.0931,-21.622,0.0407,0.994,0.903,0.1,0.18,118.199,122069,0,1,6HvBFCpbCHQ5buFmntOZDM,Open Arms (Plié)
972,0.633,0.648,-6.645,0.062,0.121,2.62e-06,0.161,0.49,96.888,200690,0,2,7DgCGS9O2bfgog1VBcjjbZ,Anti-Hero
973,0.509,0.307,-18.126,0.0454,0.968,0.763,0.122,0.482,93.584,111383,0,1,6R0mPtZ8bxN9ddKcxVL3Ch,Clocks (Allegro 1)
974,0.783,0.451,-9.195,0.0607,0.36,2.11e-06,0.0975,0.622,92.483,208421,0,3,1Xa2JEYZWmypVqdMazE2cc,Lipstick
975,0.675,0.594,-10.976,0.0587,0.0642,0.00127,0.0886,0.84,171.053,204000,0,0,383RfStICCeB7iCZVKkcc5,Blinding Lights
976,0.736,0.754,-5.457,0.0443,0.033,0.000599,0.0731,0.647,128.046,176480,0,3,4d8OJTm9ebXEi4UY3qRqRc,In the City
977,0.697,0.474,-11.118,0.0401,0.219,1.79e-05,0.116,0.789,90.014,233500,0,3,5dYQ1sZtZweMRMaAhL4m5J,Wake Me Up
978,0.624,0.278,-11.706,0.053,0.873,1.33e-05,0.172,0.482,70.742,151580,0,1,2Pb0GZsr9ZAg2DwG9sfXI6,Shivers
979,0.503,0.241,-14.655,0.0344,0.976,0.948,0.16,0.592,100.477,65156,0,1,2yLaAxxTyO2bb0TtpvBkib,Dancing Queen (Grands Battements En Cloche)
980,0.825,0.652,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,0,3,0xDfaZFUxb5JlRlhEMU78u,Shape of You
981,0.6,0.839,-4.839,0.0597,0.00067,3e-05,0.0666,0.533,128.009,228293,0,2,3Ub4JmCZTm8q0W93RWZUm8,Beauty And A Beat
982,0.597,0.541,-6.59,0.0651,0.00518,0.0,0.0928,0.806,105.047,172987,0,3,7pSNBP43H9v5sCnxQ6LSVL,Single Soon
983,0.278,0.0153,-26.859,0.042,0.984,0.947,0.0917,0.123,67.418,121901,0,1,3bcJ1qsFsBDMhoWaVBx0HW,Comptine D'un Autre Été
984,0.788,0.859,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,0,3,2FMnurzpYcxIU2CE04UwAQ,Shivers
985,0.653,0.338,-19.56,0.0509,0.932,0.813,0.107,0.711,130.809,70513,0,1,42wKLW0GQjdMkkYVdsOmtY,Just Dance (Tendu 2)
986,0.7,0.93,-4.396,0.0499,0.0344,0.0358,0.564,0.445,138.022,189565,0,0,6QF5YpJSo6VnxFglYhjbPG,Memories - Club Mix
987,0.567,0.303,-16.234,0.0473,0.985,0.954,0.103,0.343,140.989,67241,0,1,4sAsYge7Zg4YnZkGrfkw7T,Viva La Vida (Jeté 2)
988,0.788,0.859,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,0,3,6KTP5XlnQuPhyGGnQ6hsYQ,Shivers
989,0.549,0.416,-11.356,0.112,0.66,0.0,0.109,0.567,169.924,234157,0,0,6nuRNZZxbt9u7eCVfh5tHH,Say You Won't Let Go
990,0.587,0.442,-7.152,0.0748,0.744,0.0,0.351,0.478,113.187,134490,0,1,3A4Z9QApOlhhXH7zp18Vsv,Back to You
991,0.749,0.428,-13.278,0.0387,0.469,0.22,0.106,0.597,89.991,221333,0,3,3LVfYGjdOShjzdcjMPyOfC,Just the Two of Us
992,0.637,0.69,-4.057,0.0405,0.00786,0.0,0.124,0.457,129.857,162399,0,0,4CDPXUN3FR9xEhJWwKkkUG,Kings & Queens
993,0.478,0.144,-20.845,0.04,0.986,0.886,0.0891,0.297,78.134,115000,0,1,0gnvV9ktqAiziQDauQQmXM,We Can't Stop (Warm Up)
994,0.727,0.541,-8.272,0.0278,0.653,0.000355,0.125,0.453,107.019,204250,0,3,6sKHVEVxmUvxR81ZSsk5vI,Calm Down
995,0.372,0.256,-17.894,0.0468,0.987,0.923,0.104,0.0729,86.32,106588,0,1,7GTzjOCpqZWHI3BIv8Qf9Q,Love Me Like You Do (Tendu 1)
996,0.941,0.838,-7.683,0.0345,0.115,3.65e-06,0.0717,0.97,108.902,198804,0,3,7mwgQf8CJsQQqKpo8WM7s7,Pop Muzik
997,0.571,0.265,-18.095,0.0421,0.98,0.905,0.208,0.722,134.524,122578,0,1,1cO4DQySXkcW7P2AC9NhXb,Marry You (Tendu 3)
998,0.841,0.866,-6.342,0.118,0.0409,0.0,0.212,0.882,119.943,175520,0,3,0ovMDuDipUCllG0CjTxgNX,Pop - Radio Version
999,0.44,0.136,-21.719,0.0404,0.982,0.932,0.108,0.173,105.833,130603,0,1,3PWlg6Jmy7zks8ltNYowat,Perfect (Plié)
