danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,names
0.694,0.589,-7.309,0.12,0.365,0.0,0.111,0.728,100.041,2e1mzGPBHmdtZR3RRknaXz,184800,Demeanor (feat. Dua Lipa)
0.0748,0.041,-18.582,0.0405,0.924,0.948,0.089,0.426,82.531,3T6hC2yWf0fsUxM7uWXkDn,311560,Pop 1
0.764,0.466,-9.786,0.0902,0.42,0.914,0.0931,0.221,94.005,6YShNhG2emvYQeh5nSMpiX,197560,Banda
0.705,0.646,-10.688,0.0995,0.154,0.735,0.104,0.405,119.907,56ZocM6iVKVK3KqVNPeyPX,144000,Pop the Bottles
0.793,0.639,-6.476,0.226,0.414,0.0,0.132,0.596,142.988,5rIjbX7rQMj8Gh9Oxd4Vrc,269249,Light It Up (feat. Pop Smoke)
0.717,0.474,-8.383,0.403,0.0509,0.0,0.139,0.448,123.906,0bjgQ24UZGwKikldIyEOgf,185804,Yea Yea
0.313,0.362,-13.225,0.033,0.447,0.000153,0.262,0.264,199.653,2CxXqVDtLzXMiB5yxAmsId,145243,POPSICLE
0.917,0.734,-5.682,0.195,0.0399,6.7e-05,0.136,0.325,130.068,5AHiKsJv1EQKbyhhS3ErsI,144000,Popcorn
0.765,0.671,-5.249,0.278,0.344,0.0,0.0506,0.798,84.5,4sGylyGhQaOzhi77fLrMmP,249867,Big Poppa
0.816,0.488,-8.11,0.15,0.378,0.0,0.146,0.0951,96.968,0dKHmYipI2u8a0yu9mIwhz,146466,POP OUT
0.985,0.437,-11.004,0.0712,0.212,5.24e-05,0.116,0.585,118.079,0WOnTxy6mBHAo5fXkT4ccS,138715,"POP, LOCK & DROPDEAD"
0.717,0.662,-7.82,0.0399,0.13,0.235,0.0967,0.781,150.117,36oM5JoAjMKETn2M6yhBQi,110429,POPSTAR - Sped Up
0.7,0.716,-6.623,0.261,0.175,0.0,0.1,0.675,81.966,1Wc5JRF2Q5Een2q3n9zOi5,178507,Popel
0.831,0.864,-4.807,0.0538,0.0272,0.0,0.704,0.642,122.004,7axcSEr6xYBPbCMRgcHZPw,165507,Popstar
0.774,0.518,-10.345,0.0757,0.219,0.882,0.108,0.893,147.995,1naJIla0eGHOVZiw5FwR7G,124865,Popsicle
0.657,0.138,-13.305,0.0574,0.825,0.0,0.0906,0.369,103.19,1uCIy3lNt9xxmrDob096Ew,189000,"Higgelty, Piggelty, Pop und Pu"
0.914,0.572,-6.606,0.0359,0.12,0.0,0.0709,0.864,134.989,1zKOagmkCtXuGmCivG8HZE,147556,Icee Pop
0.44,0.987,-3.491,0.084,0.0508,0.000693,0.98,0.639,149.954,5HjrxJ1kQd8CEWjaVgwSlp,180627,ぽっぴっぽー -MIKUNOPOLIS in LOS ANGELES Live-
0.755,0.922,-6.036,0.0424,0.00189,0.907,0.397,0.234,133.005,24AIRFL9poqbeiyLoc1c5E,390371,Populate Mars
0.644,0.66,-4.941,0.0562,0.0253,2.93e-05,0.0857,0.172,139.905,2JXyJTXl4Dlcs0a5yQg4rP,154000,Pop Culture
0.422,0.0219,-24.367,0.0357,0.983,0.946,0.0943,0.113,72.451,2Mvwgj2nyClw03YlZTEsUP,169000,Pop Goes the Weasel
0.358,0.868,-4.596,0.0737,0.066,0.0,0.325,0.356,180.139,5M1OSRePFJzlQCTJRKVGQQ,193500,I Disagree
0.321,0.895,-4.172,0.267,0.0558,0.00314,0.0863,0.248,159.657,336vTSxoACS82BJzwQ2Gfw,176228,Popular Monster - NGHTMRE & Galantis Remix
0.941,0.792,-8.661,0.0349,0.0864,6.94e-05,0.18,0.97,110.795,0LK162qYCykeg4rZXRvh0i,296267,Pop Muzik
0.64,0.786,-6.61,0.0325,0.00379,7.76e-05,0.095,0.675,122.018,28REkuAtOPTvZpf9dQQnLf,218160,Kein Problem - Pop Mix
0.881,0.58,-6.464,0.0597,0.0801,0.000322,0.251,0.505,119.995,2R54H7AJlO38QH8ygNDWi1,110000,Popsicle
0.476,0.805,-4.398,0.196,0.0594,9.01e-06,0.75,0.436,89.468,3Yb3Z1HRrMrBh886cayujG,133125,popstar (with angelus)
0.544,0.874,-10.823,0.909,0.658,0.0,0.689,0.583,92.766,0iuHOWBHdJBMiyn1VFzyVi,109853,012 - Popstar in Not - Teil 03
0.84,0.817,-8.121,0.301,0.133,0.000245,0.0673,0.748,94.066,11Z3uofpftMSozeqERmwsZ,154932,gotto pop pills
0.426,0.736,-4.746,0.066,0.42,0.0,0.21,0.31,69.297,26CqCHDhGPFqaL9GdhuYNV,125173,She Got A Thing
0.688,0.647,-7.258,0.19,0.00815,1.65e-05,0.095,0.195,88.834,2UYGC1AQpguCOBJRQUOeeU,164580,Got It On Me
0.835,0.428,-13.97,0.37,0.621,0.0,0.13,0.61,108.023,454DinyN4ouKpOrtEIIYQU,279933,Nevermind
0.465,0.593,-9.951,0.332,0.0756,0.000475,0.28,0.545,146.37,0Y5mTPCPmetxQGqRVjFxoA,275700,Popular Awakening
0.769,0.793,-6.758,0.0458,0.421,0.0,0.37,0.965,119.27,614GgkSUvLGmWrXSU9PYvh,211000,Popcorn e patatine
0.615,0.717,-11.77,0.821,0.464,0.0,0.779,0.427,91.241,13kNVfOLBHBBheIEe33n9b,109800,012 - Popstar in Not - Teil 04
0.623,0.481,-7.26,0.33,0.307,0.0,0.138,0.514,123.057,6oBtzGQSirafwnRDNlloMl,185066,My Type
0.721,0.622,-7.603,0.0691,0.122,0.0,0.346,0.916,139.928,3LWy09DXaEF6eJhwkcCyy9,116000,Popstar
0.603,0.509,-13.463,0.922,0.478,0.0,0.641,0.335,82.179,2XEbnAHDissTPdnuJ9cUch,110133,012 - Popstar in Not - Teil 05
0.642,0.582,-14.441,0.86,0.487,0.0,0.409,0.64,78.663,0zvUFiXdBQaARGNDMZCSuO,112267,012 - Popstar in Not - Teil 06
0.303,0.936,-7.387,0.32,0.0397,0.0,0.451,0.32,170.381,5OW3z9IxVxSKwTjdXLtAru,295627,Popstar - Live
0.59,0.617,-5.437,0.462,0.102,0.0011,0.112,0.241,76.817,3HiWWZNEy0kLWJcxurTI9h,224409,Popo
0.631,0.802,-5.316,0.373,0.0886,0.0,0.103,0.772,101.803,6LKeLk5IBQUb9eoXidchGQ,183893,Clarks
0.628,0.413,-8.002,0.0508,0.757,2.64e-06,0.105,0.238,139.084,30lMYksMuWFUB4uIdNGoxT,210330,Schlaflied
0.944,0.579,-4.961,0.191,0.0381,0.0,0.253,0.769,135.033,2FhEj9lvEIaJihjFprRrGt,259346,Snitching (feat. Quavo & Future)
0.697,0.941,-3.321,0.031,0.00714,0.000586,0.214,0.957,124.985,7B3Sa8yXoIW0yR1XXC03I0,181698,Popo von Paloma
0.906,0.551,-7.439,0.356,0.0879,0.0,0.0661,0.554,100.773,04FXF9tLQvYzc9ZWnTpaA3,205547,Get It Poppin' (feat. Nelly) - Serban Main 4/20/05
0.534,0.664,-12.835,0.528,0.66,0.0,0.743,0.618,101.708,4qUgDtkgV9xlh5CnTiIMr3,113720,012 - Popstar in Not - Teil 08
0.503,0.726,-10.99,0.385,0.15,0.0,0.544,0.703,104.597,1JFDSgqR7Y123CMxDnu2Y8,109853,012 - Popstar in Not - Teil 01
0.714,0.75,-4.565,0.045,0.00982,0.000898,0.248,0.425,127.986,4B8cJdFMifPPvmeewY4yiP,208641,Pop Star - Chaeyoung Remix
0.686,0.687,-7.794,0.0555,0.00799,7.33e-05,0.0781,0.88,90.084,5zhMMVw097YOSvT0oDGgDV,114380,zombie pop
0.599,0.449,-14.174,0.765,0.411,0.0,0.318,0.54,90.188,7dkFmJCxWqxlrWanYnzoLG,112507,012 - Popstar in Not - Teil 09
0.645,0.88,-7.1,0.0684,0.000127,0.00801,0.133,0.198,142.963,2ILrIFqE1LMqBb9lZtfGHl,147692,Popstar - SP4K Remix
0.58,0.644,-5.258,0.318,0.0483,0.0,0.176,0.838,81.637,2K8popS0Cgy4FCvZEhTtH1,213384,Popular Kid
0.572,0.597,-12.821,0.757,0.619,0.0,0.715,0.568,95.049,5Ci1T1RJqdoffBTSARQ6cZ,111973,012 - Popstar in Not - Teil 10
0.54,0.77,-3.981,0.389,0.194,2.74e-05,0.372,0.565,159.494,4TgHt7vKCimpywaiKfl0uj,204000,Make It Rain
0.541,0.578,-12.885,0.516,0.316,0.0,0.267,0.541,90.578,2K5lKJEGI7kCr41sWpYFe5,114133,012 - Popstar in Not - Teil 11
0.764,0.805,-6.47,0.118,0.268,6.29e-06,0.937,0.834,109.975,1rdr5D1dSqbEmLa97l36NZ,199187,POP SONG
0.262,0.92,-4.608,0.0775,0.00101,0.0,0.408,0.435,156.295,7zoZhhcInLwcTNbhtUxpmr,140794,Popmusik - Live in Düsseldorf 2018
0.559,0.751,-12.305,0.603,0.257,0.0,0.528,0.352,97.906,46PT2utCFH06SVbazBtOWQ,108267,012 - Popstar in Not - Teil 12
0.689,0.735,-4.407,0.0483,0.0148,0.00308,0.339,0.963,129.97,6cStn8ifAT1MkQoDHPd6YP,172154,LALALALA
0.846,0.683,-6.002,0.133,0.00435,0.0,0.104,0.496,154.923,3dKFcLgl0omsQWaSYeffdz,213208,Poppin (feat. Lil Pump & Smokepurpp)
0.964,0.717,-7.392,0.198,0.0372,0.0,0.0844,0.842,125.022,3fmIFoLI0jZXgzYj87It1I,103297,Pop The Asshole
0.578,0.684,-5.908,0.191,0.107,0.0,0.49,0.595,106.743,24YG5Z8Of1VHovrfXsbvCZ,228252,30 (feat. Bizzy Banks)
0.579,0.692,-12.972,0.811,0.421,0.0,0.58,0.686,125.869,2J2h4yjaeCOLXJCsbr59MK,108227,012 - Popstar in Not - Teil 13
0.567,0.976,-3.866,0.263,0.00052,0.00265,0.114,0.349,193.973,2bx879t8gUpxkQ0avl8xTf,222360,Bubble Pop Electric
0.716,0.586,-13.877,0.889,0.394,0.0,0.764,0.4,115.364,3krslUWmq0el1Ml5diwKu1,112187,012 - Popstar in Not - Teil 14
0.567,0.341,-10.288,0.037,0.848,2.68e-06,0.34,0.237,74.967,3CWnvlxkSWdE3obbheOCjs,208500,Let Her Go
0.668,0.848,-5.559,0.035,0.00274,0.000678,0.356,0.894,80.19,07VOo3PjCU2VXvnxvxT5w7,227000,Pop ist tot
0.694,0.734,-5.652,0.293,0.123,0.0,0.268,0.629,142.919,4lCSOu4tsSlljiQUlWJYVt,127547,Invincible
0.78,0.756,-10.094,0.0627,0.0396,4.62e-05,0.135,0.96,106.141,1PzZzSouzEYQJ87sXJixcY,185867,Poppa Joe
0.654,0.52,-12.803,0.903,0.606,0.0,0.724,0.727,110.711,2NARGu39R4079sn9hT0P3m,110040,012 - Popstar in Not - Teil 15
0.577,0.591,-6.7,0.242,0.121,0.00108,0.07,0.642,108.82,21rpfAvdK99sKm1LGETyag,162253,Personal (feat. Popcaan)
0.624,0.628,-12.677,0.933,0.491,0.0,0.379,0.45,70.849,6CliuFwIyNTji2V8x05tIl,112533,012 - Popstar in Not - Teil 16
0.914,0.729,-6.035,0.234,0.00355,0.0,0.25,0.883,149.981,2gsMh0vWUbcTWrrOZooacg,151267,Pop My Shit
0.599,0.716,-12.235,0.769,0.808,0.0,0.638,0.738,119.929,5O8sThNVXP7G5CmmIUK8P3,110227,012 - Popstar in Not - Teil 17
0.778,0.619,-6.651,0.289,0.116,0.0,0.403,0.252,130.138,1i0Wf9NG9KmyFcl1eKtPvm,166154,POP SMOKE
0.66,0.846,-5.252,0.124,0.113,0.0,0.0459,0.417,93.027,04ooxb5lrV92RMpxK5mdJf,179800,Airplanes
0.685,0.338,-13.325,0.207,0.912,0.445,0.098,0.479,81.854,5kzxxWesEvYkhzmfA0pd3U,129146,Soda Pop
0.795,0.551,-9.238,0.0657,0.00741,0.0,0.259,0.642,99.917,41Vs28E6Es3QdxIRqDnBv1,241400,Doo Wop (That Thing)
0.722,0.823,-3.916,0.081,0.297,0.0,0.489,0.858,148.23,2AVFYpSAn0TVVrxkpr5yEe,175613,Poppin' My Collar (feat. Project Pat)
0.66,0.641,-9.749,0.137,2.82e-05,2.45e-05,0.14,0.226,144.062,4524oei7gjxLx0pdTlxLFV,95000,Pop out
0.811,0.734,-6.328,0.0477,0.0587,0.816,0.371,0.792,120.005,5ZDi8dwhcw6y4OWKy3JqHk,158407,Popcorn Mind
0.648,0.774,-4.195,0.507,0.401,0.0,0.47,0.683,78.408,0Z90cRkNAH6yrFzdcsLjVg,175726,Frieden mit der Stadt
0.718,0.66,-7.39,0.325,0.363,0.0,0.159,0.659,142.879,2SxR5RitJdsG6wINvJLBSD,132587,Tunnel Vision (Outro)
0.897,0.794,-4.642,0.0571,0.0464,0.0816,0.0482,0.569,130.01,4F8xzq2XQ82zMBypnQ3gvB,164400,Clap Snap
0.791,0.724,-11.769,0.107,0.0825,0.846,0.104,0.342,125.014,1C65XqTsu8a6JbxV7j6sT9,132480,Popcorn Machine
0.683,0.791,-12.086,0.522,0.647,0.0,0.381,0.331,108.841,3gnhrjbUcWnojg7hbs02xT,110760,012 - Popstar in Not - Teil 18
0.258,0.279,-15.896,0.0613,0.954,0.907,0.114,0.0345,168.148,2osMu8c4ahjQGQ7gsRQw8I,65681,L'autre Valse D'amélie
0.479,0.744,-15.271,0.0352,0.499,0.845,0.155,0.714,119.463,6tjzp1mCVaTeK5ZFAye3Ou,591093,Pop 4
0.842,0.868,-6.241,0.0635,0.00105,0.268,0.392,0.642,125.011,0FivldhIlhJzhbG1E7dbFn,178560,Pop That
0.489,0.948,-3.974,0.0456,3.07e-05,0.711,0.138,0.544,107.974,3L91vznzaMk9wZ4Z5wIMUF,198552,Let The Chaos Reign
0.57,0.89,-4.528,0.0675,2.47e-05,4.76e-05,0.309,0.634,116.982,5KfXH2tHeTqIX9WvJwXTz1,191440,Breathe Again
0.622,0.703,-12.726,0.602,0.493,0.0,0.178,0.475,119.56,7176g3cvDK7PaUEQSQ230J,112760,012 - Popstar in Not - Teil 19
0.698,0.742,-4.736,0.046,0.156,0.884,0.118,0.445,140.013,6QjS3NDQuL6qtJfH4Hikmn,234947,Popcorn
0.693,0.444,-10.58,0.0312,0.259,0.0,0.349,0.781,118.077,0R8YkUopqrgLgR6WDowjYb,185333,Pop a Top
0.57,0.73,-12.958,0.514,0.543,0.0,0.697,0.663,117.805,3j8kWM6ruaCKwr83ooBj2Z,108973,012 - Popstar in Not - Teil 20
0.603,0.65,-13.375,0.824,0.692,0.0,0.815,0.692,131.114,4VsqrFSCvNJNj3Rcnnj8X3,111707,012 - Popstar in Not - Teil 21
0.725,0.632,-7.528,0.245,0.193,0.0,0.0892,0.278,89.983,0ZXnvhsJv92PxMcwWNtDmA,212653,Popatrz w lustro
0.626,0.563,-6.832,0.0336,0.622,0.594,0.113,0.523,144.983,5TifXTSAZRbHtB2iMrpkuC,197213,Pop porno
0.804,0.514,-10.05,0.148,0.0863,0.0,0.12,0.387,93.07,6rkZ5afYzYeg2QBYrQ6HHR,165161,Thug Popstar
0.733,0.904,-3.403,0.111,0.325,0.0,0.547,0.872,140.063,6eD341aHznP8g6R9kvxIxm,135548,Poplava
0.634,0.613,-13.037,0.657,0.43,0.0,0.362,0.626,63.357,46N9bRH2DAmAdjfoClApOw,111973,012 - Popstar in Not - Teil 22
0.446,0.894,-5.525,0.429,0.0676,0.000174,0.1,0.156,86.177,5SVnsTqXBHhHYLSwULC2nv,182599,BLOODMONEY
0.588,0.929,-3.555,0.0637,0.0248,0.0,0.0447,0.874,138.95,4REZIin9q6UtIgir3TVuD3,188823,Pop Off!
0.671,0.655,-5.799,0.0828,0.073,0.0,0.137,0.854,168.959,2Oven96RcByoKZrcEkuwjA,104160,POPSTAR
0.554,0.533,-6.682,0.0265,0.721,0.0,0.359,0.275,159.875,4UT2wF1kfyC5l0KVikOkmJ,254625,Poprowadź mnie
0.71,0.929,-3.33,0.122,0.053,4.85e-06,0.282,0.767,94.028,0Im84bX7LT7FLt8reDr9ck,186220,I'm Poppy
0.618,0.571,-13.163,0.55,0.202,0.0,0.169,0.442,91.304,2Rs8JNwsM2GaXLQ08P3HpZ,112480,012 - Popstar in Not - Teil 23
0.862,0.826,-5.455,0.12,0.0398,6.16e-05,0.145,0.676,119.975,7jdOjDce8AyiQYwloerF4l,160000,"Haos, Lom"
0.656,0.964,-1.422,0.0631,9.53e-05,0.732,0.22,0.159,174.07,2PjbjnSgTHHBHD41gNOTKc,278624,Pop Dat (VIP)
0.627,0.828,-7.458,0.405,0.0724,0.000365,0.275,0.636,89.709,0mZE6US7Npuan6byx5CaKq,147017,Pop Off
0.582,0.88,-3.219,0.0601,0.0165,0.0,0.389,0.521,123.013,3aCRrvADMjFjZq1x8dWD0t,199987,Poppin' Champagne
0.637,0.697,-9.289,0.0362,0.724,0.901,0.0926,0.924,81.431,5V4goswXdOdTd3HWgmqgJs,196178,Pop-Jazz Structures
0.779,0.657,-7.165,0.144,0.435,9.44e-06,0.298,0.364,141.616,7wttMlE6un70hfwymwniYl,182880,Brother Man
0.645,0.437,-14.755,0.935,0.599,0.0,0.801,0.653,109.502,23Aes2VcfaAvvK9vgFMOEV,104893,012 - Popstar in Not - Teil 24
0.774,0.687,-4.812,0.067,0.243,0.0,0.3,0.829,125.07,6pCesx8BBK7A6wevRbTVfk,117022,RELAX AFTER WORK WITH A DRINK
0.632,0.544,-15.327,0.92,0.594,0.0,0.355,0.53,90.678,7eXjlmAs4KnoscOZNiST7m,116520,012 - Popstar in Not - Teil 25
0.788,0.507,-11.318,0.324,0.0331,3.22e-06,0.158,0.463,127.047,31qsklcu6f0djboRNvxltu,120945,Pop $mok€
0.684,0.597,-7.497,0.201,0.0689,0.0,0.119,0.268,160.038,6YfWZ6Vl974y4ottHSuQPg,168449,POPSTAR
0.68,0.649,-6.751,0.266,0.0574,0.0,0.159,0.689,94.83,3jGkAgjo3IwwcCsuUptm0W,149684,Pop Sermon
0.822,0.765,-4.357,0.0736,0.11,0.0,0.181,0.698,105.975,2UzOxEUpMa5W80DgqNpyJG,225684,PoPoPolterabend
0.662,0.329,-16.272,0.0499,0.00602,0.0,0.163,0.536,156.95,1EGl49q7fMFitlU1pFeAT0,73520,HIGH
0.684,0.362,-16.079,0.0489,0.0246,0.0,0.383,0.631,109.987,7gRKfF5UbT4Jg2HNLVcWqw,89558,BREAKING FREE!
0.438,0.0235,-23.68,0.0435,0.904,0.0,0.0823,0.663,83.114,08TO5jSvKW0eEK4tYTnGIV,96128,Lost in Love
0.654,0.724,-6.59,0.355,0.106,1.74e-06,0.655,0.717,71.696,3MmvQKMKdN3UhVS3eGzJIW,150449,Brush Em (feat. Rah Swish)
0.896,0.293,-12.711,0.151,0.558,0.931,0.108,0.539,140.065,3P4hxxutyAJLjxyJWpuCdA,111054,Resurfaced Popularity
0.811,0.842,-4.673,0.0892,0.0128,0.0,0.0469,0.828,120.535,4QZKSPPgyfNLR9UkMx0158,204800,Popping
0.37,0.432,-8.278,0.0332,0.874,0.862,0.297,0.189,63.333,2XB73U6wXAKn7oPnnjgf25,97040,Popelka Prchá Z Plesu - Motiv II.
0.566,0.833,-2.138,0.0306,7.14e-06,0.0,0.393,0.388,144.05,2AxdAscIP7bxnqXU6wMs3W,136671,POP OUT
0.563,0.632,-11.391,0.0472,0.0161,2.48e-05,0.415,0.559,172.246,72HTG54ZQSIzFtGJZbkN77,248360,popular - slowed + reverb
0.526,0.814,-4.951,0.409,0.157,0.0,0.5,0.562,141.514,5T9aZRhY5uYeovAQtATLyK,199827,Better Have Your Gun
0.434,0.826,-4.45,0.055,0.000281,0.0,0.0747,0.564,148.011,52qABfUmP2dRLaAOMLWPdZ,235312,Popstar
0.661,0.676,-11.569,0.139,0.569,0.0,0.0898,0.819,88.5,7FfMqao7d1mrI0MKASbv1L,116427,Popocatepetl-Twist
0.546,0.45,-13.108,0.482,0.456,0.0,0.119,0.279,77.972,2E3TgBx9uEJfgfiy962jwY,109853,012 - Popstar in Not - Teil 26
0.688,0.798,-5.923,0.294,0.455,0.0,0.264,0.744,145.204,4ogUNsrAiv68W9LnD6mJJm,160560,Mannequin (feat. Lil Tjay)
0.532,0.715,-5.3,0.0311,0.337,1.22e-05,0.0919,0.366,95.038,02bNHUzV01paKgHd2FffSB,206745,Popular (feat. Matthew Caws of Nada Surf)
0.762,0.896,-4.435,0.0413,0.028,0.0,0.102,0.952,126.055,15SbTUq7qpJQa5ddr4LluQ,196053,PoP! Goes My Heart
0.631,0.973,-3.346,0.0441,0.0026,6.64e-05,0.128,0.627,122.999,5tyddXAxVk8U39sq4zUFCQ,234627,Gott ist ein Popstar
0.625,0.618,-11.626,0.513,0.558,0.0,0.855,0.501,106.877,3wxLJncFTqHsrOhwSy1kVg,112213,012 - Popstar in Not - Teil 27
0.776,0.882,-3.989,0.325,0.436,3.33e-06,0.11,0.46,112.835,4VFk3eto9JaRlOQokHWZZB,195830,Vibe (feat. Popcaan)
0.547,0.951,-3.8,0.055,0.000161,0.00634,0.21,0.593,100.006,3heeIQ572hYc99vaSaSsoo,217876,Trenches
0.405,0.991,-5.583,0.0971,0.000516,0.00161,0.34,0.441,169.856,3ZYYnEBVTsMutqF8zDF5Vw,194787,Popscene - 2012 Remaster
0.511,0.576,-10.347,0.443,0.0321,0.0,0.114,0.353,82.853,5juXrMWQdt8hfyN7urFOJo,141906,Poppin Out
0.57,0.576,-12.787,0.56,0.692,0.0,0.736,0.592,116.588,698lhcFFt1ABCg8T51jrk8,109293,012 - Popstar in Not - Teil 28
0.595,0.594,-12.682,0.0326,0.563,0.0339,0.114,0.704,156.348,2QH4s1Hn7XXZzBzdzS7TQz,257813,Sweet Sixteen
0.379,0.879,-5.867,0.176,0.000431,0.000103,0.719,0.668,176.98,3BTCF2qlqhhhqJepUOTYYO,210368,Switchblades & Soda Pop (feat. Madchild)
0.723,0.667,-7.524,0.351,0.256,0.0,0.261,0.396,143.044,0kNYrbMehFxp1eleTwUjkP,208112,Genius (feat. Lil Tjay & Swae Lee)
0.758,0.705,-5.767,0.243,0.22,0.0,0.173,0.855,145.964,0OIdMnlByb6YhbTy5BkdqH,360333,Poppin' Tags
0.638,0.563,-13.432,0.322,0.323,0.000218,0.195,0.242,99.834,6543K6eL0t9eKp36lMMrq9,109467,012 - Popstar in Not - Teil 29
0.751,0.0159,-26.18,0.111,0.996,0.969,0.111,0.839,63.044,7q2J6u4At8pdSdP30Gzibh,79286,Poppy
0.739,0.311,-12.549,0.0318,0.382,0.43,0.141,0.175,130.077,19y5sbhPCWJAOGcgKmKyCA,216813,My Oh My
0.681,0.169,-18.818,0.0315,0.938,0.949,0.117,0.156,116.983,220Ms87Ao3qqIf2chXdwfT,125506,Popsicles
0.682,0.803,-10.607,0.864,0.718,0.0,0.5,0.68,66.889,6mO2y1ytQRWCWwc7qI8aju,113267,012 - Popstar in Not - Teil 30
0.813,0.621,-5.614,0.0618,0.0405,2.74e-06,0.67,0.545,121.057,4o82J5zr4DFEs9yj5szCVX,185221,K-POP (feat. Bad Bunny & The Weeknd)
0.72,0.747,-4.599,0.0788,0.0832,0.0,0.222,0.577,144.109,3rMvNNeC4BumGpIbKPFECJ,193073,Ordinary (feat. Pop Smoke)
0.675,0.639,-11.667,0.49,0.47,0.0,0.583,0.547,91.861,6nTtmSbvPFVFfdpVfI5WAZ,110040,012 - Popstar in Not - Teil 31
0.795,0.582,-7.365,0.054,0.275,0.0,0.239,0.778,134.055,3Zg68ElzsOAHABZsfXlljo,214925,Mr. Jones (feat. Future)
0.651,0.935,-5.339,0.0442,0.142,0.0399,0.22,0.784,133.021,08tVjooDJjCvsN5Nc7GYh2,300800,Pop Corn
0.763,0.904,-5.242,0.238,0.0815,0.00651,0.373,0.932,177.997,5ABsgWrBRzozMURHITrKdz,110135,Pop Rocks
0.666,0.714,-11.784,0.391,0.571,0.0,0.143,0.624,107.987,7vOAOI9c1jbDMQffbNVHqC,108320,012 - Popstar in Not - Teil 32
0.448,0.633,-8.772,0.09,0.527,3.31e-05,0.107,0.324,129.179,7kbWNPOLYVbJm5zkTinG97,161025,BÖLÜM SONU
0.383,0.958,-2.183,0.0443,0.0103,0.0,0.186,0.943,162.639,5iRIyW4gRUXOzpeMGgu7pC,158533,Poprocks & Coke
0.723,0.529,-13.144,0.934,0.812,0.0,0.375,0.884,120.622,3D9Dpg5YYWvmt7AEyWFiOO,202800,Poppy Starr - Track 3.2 & Poppy Starr - Track 4 & Poppy Starr - Track 5.1 - LEGO City TV-Serie Folgen 6-10: Harl Hubbs hilft
0.609,0.57,-12.05,0.928,0.666,0.0,0.456,0.764,77.703,6bTQvj0SXyoKCagKhUl6Xm,275187,Poppy Starr - Track 5.2 & Poppy Starr - Track 6 & Poppy Starr - Track 7 & Poppy Starr - Track 8.1 - LEGO City TV-Serie Folgen 6-10: Harl Hubbs hilft
0.657,0.187,-16.697,0.0702,0.934,0.965,0.111,0.817,180.052,0TX5nrNPBbC6ehE6HO8ZTl,54667,POPULAR
0.792,0.775,-6.28,0.1,0.214,2.88e-06,0.0882,0.907,89.99,5bfw7dqcUu82vI0zJVa3Nn,162436,Kokakola
0.544,0.839,-6.011,0.0497,0.0109,0.0144,0.0482,0.508,119.771,2NbpywbUXTTZQTJtOPsASb,197504,Pop Culture Connoisseur
0.589,0.806,-10.038,0.716,0.563,0.0,0.978,0.571,86.397,0ChIamgLFHXPr64aju3eQJ,113253,012 - Popstar in Not - Teil 33
0.773,0.688,-6.935,0.146,0.454,0.0,0.214,0.441,96.955,6QzkbRRLWTEcFE0NyOX1Dt,197938,Enjoy Yourself (feat. Burna Boy) - Remix
0.635,0.494,-13.091,0.931,0.207,0.0,0.0984,0.462,87.224,39OkKf8Z7lzfh6ywN1DVRE,193400,Poppy Starr - Track 8.2 & Das Spukhaus - Track 1.1 - LEGO City TV-Serie Folgen 6-10: Harl Hubbs hilft
0.751,0.718,-7.347,0.103,0.496,0.0328,0.112,0.659,143.557,62k5IUjbFlUeVPdieboItb,146720,Armed N Dangerous
0.535,0.207,-18.367,0.0488,0.957,0.77,0.0933,0.472,160.014,6v4znOvB0Yf82gUbksuDQl,129937,Somewhere Over The Rainbow
0.798,0.717,-5.246,0.364,0.0903,1.67e-05,0.54,0.523,126.105,3Bxfg5f9Yc5v1EAdQz2BFl,158095,Slap Popka
0.487,0.919,-4.194,0.0461,9.04e-06,0.272,0.267,0.592,93.998,30NCaDbTGyUJKTMrQwgXQG,163062,Fear of Dying
0.806,0.938,-0.436,0.206,0.0217,0.00107,0.334,0.681,100.004,7KnvTWgBoiY0Ypp6AHO5qU,185827,Popular
0.705,0.621,-6.074,0.026,0.105,0.0,0.0847,0.512,117.072,4ZT1QMxxsqYTQnlIlQmj4l,218462,Popstar
0.32,0.854,-5.79,0.0508,0.333,0.00336,0.351,0.603,96.296,2eBviwR9zLu9waCqonIV0W,258267,Populonia
0.648,0.866,-6.201,0.0495,0.0117,0.62,0.0917,0.136,131.99,3hxESOoUq0tc9NrI3yfKaE,192273,Keep On Pushing
0.449,0.825,-8.643,0.417,0.574,0.0,0.817,0.561,134.197,4MR1egM2sBsuw9rQtRkQbg,111173,012 - Popstar in Not - Teil 34
0.433,0.879,-6.83,0.405,0.362,0.0,0.771,0.417,131.169,7wH6cJ6FOb5lFh6JTCksI3,111760,012 - Popstar in Not - Teil 35
0.768,0.814,-1.434,0.191,0.25,0.0,0.0659,0.919,88.014,3Dk0t9JuFwwclJDLeZaHl9,242440,Poppin' Them Thangs
0.556,0.96,-3.702,0.328,0.0921,0.0,0.324,0.571,199.783,3CD3nlzqkj9IAmGCsGJcFv,209907,Populär
0.549,0.945,-3.113,0.0508,5.17e-05,0.0396,0.199,0.368,93.991,1K48Rz8fb7x6zdJkyVoQoq,203274,Be Legendary
